Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Grout
appliedenergistics2:facade:0, Cable Facade - Green Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Graveyard Soil
appliedenergistics2:facade:0, Cable Facade - Consecrated Soil
appliedenergistics2:facade:0, Cable Facade - Slimy Magma Mud
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Blood Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Bloodblock
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Lavawood
appliedenergistics2:facade:0, Cable Facade - Firewood
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Ardite
appliedenergistics2:facade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:facade:0, Cable Facade - Block of Knightslime
appliedenergistics2:facade:0, Cable Facade - Block of Pigiron
appliedenergistics2:facade:0, Cable Facade - Silky Block of Jewel
appliedenergistics2:facade:0, Cable Facade - Green Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Dried Clay
appliedenergistics2:facade:0, Cable Facade - Dried Bricks
appliedenergistics2:facade:0, Cable Facade - Smooth Brownstone
appliedenergistics2:facade:0, Cable Facade - Rough Brownstone
appliedenergistics2:facade:0, Cable Facade - Brownstone Paver
appliedenergistics2:facade:0, Cable Facade - Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Fancy Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Square Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Road
appliedenergistics2:facade:0, Cable Facade - Brownstone Creeperface
appliedenergistics2:facade:0, Cable Facade - Triangle Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Tiles
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Luminessence
appliedenergistics2:facade:0, Cable Facade - Block of Nether Stars
appliedenergistics2:facade:0, Cable Facade - Block of Crystaltine
appliedenergistics2:facade:0, Cable Facade - Block of The Ultimate
appliedenergistics2:facade:0, Cable Facade - Block of Ender
appliedenergistics2:facade:0, Cable Facade - Block of Ender Stars
appliedenergistics2:facade:0, Cable Facade - Block of Enhanced Ender
appliedenergistics2:facade:0, Cable Facade - Black Iron Frame
appliedenergistics2:facade:0, Cable Facade - Black Iron Lamp
appliedenergistics2:facade:0, Cable Facade - Black Iron Lamp
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Osmium Block
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Refined Obsidian
appliedenergistics2:facade:0, Cable Facade - Charcoal Block
appliedenergistics2:facade:0, Cable Facade - Refined Glowstone
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Teleporter Frame
appliedenergistics2:facade:0, Cable Facade - Steel Casing
appliedenergistics2:facade:0, Cable Facade - Dynamic Tank
appliedenergistics2:facade:0, Cable Facade - Structural Glass
appliedenergistics2:facade:0, Cable Facade - Dynamic Valve
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Controller
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Valve
appliedenergistics2:facade:0, Cable Facade - Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Obsidian TNT
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Black Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Road
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Road
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Road
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Road
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Road
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Road
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Road
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Road
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Road
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Road
appliedenergistics2:facade:0, Cable Facade - Salt Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Coke Brick
appliedenergistics2:facade:0, Cable Facade - Blast Brick
appliedenergistics2:facade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Hempcrete
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Concrete Tile
appliedenergistics2:facade:0, Cable Facade - Leaded Concrete
appliedenergistics2:facade:0, Cable Facade - Insulating Glass
appliedenergistics2:facade:0, Cable Facade - Kiln Brick
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Copper Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Aluminium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Lead Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Silver Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Nickel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Uranium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Constantan Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Electrum Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Steel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Iron Sheetmetal
